TweetID,Date,Hashtags,CovidRelated
387480,1255812001500143616,04/30/20,[],
387484,1255812001596497920,04/30/20,[],
387490,1255812001948995584,04/30/20,[],
387493,1255812001881702400,04/30/20,[],
387509,1255812002578079488,04/30/20,[],
387510,1255812002577920000,04/30/20,[],
387511,1255812002519363584,04/30/20,[],
387512,1255812002536017920,04/30/20,[],
387513,1255812002632675328,04/30/20,[],
387515,1255812002523623424,04/30/20,[],
387520,1255812002796261120,04/30/20,[],
387523,1255812001701539840,04/30/20,[],No
387525,1255812003077124096,04/30/20,[],
387526,1255812002955624448,04/30/20,[],
387527,1255812002951421952,04/30/20,['IBelieveTaraReade'],No
387528,1255812002850770944,04/30/20,[],
387534,1255812005757411328,04/30/20,[],
387537,1255812005858066432,04/30/20,[],
387541,1255812005430284288,04/30/20,"['covid19', 'emergencymedicine', 'intensivecare']",Yes
387542,1255812006013292288,04/30/20,[],
387545,1255812006151696384,04/30/20,['COVID19'],Yes
387562,1255812007225417728,04/30/20,[],
387567,1255812007124664320,04/30/20,['covid19'],Yes
387570,1255812007275761664,04/30/20,[],
387572,1255812006629834752,04/30/20,"['COVID19', 'stayhome', 'Chile', 'rest', 'studying', 'Traders', 'WorkFromHome', 'Businesses', 'Marketing']",Yes
387580,1255812009972469504,04/30/20,['EssentialWorkers'],No
387581,1255812010023038720,04/30/20,[],
387583,1255812009850859520,04/30/20,[],
387587,1255812009951625216,04/30/20,[],
387596,1255812010308259840,04/30/20,[],
387598,1255812010371092480,04/30/20,[],
387601,1255812010417303552,04/30/20,[],
387602,1255812010408730624,04/30/20,['DLsite'],No
387608,1255812010144608512,04/30/20,"['NHSheroes', 'keyworkers']",No
387611,1255812010761228288,04/30/20,[],
387614,1255812011084132352,04/30/20,['EU'],Yes
387620,1255812011381882880,04/30/20,[],
387623,1255812011608301568,04/30/20,['TOPBiblicalTopics'],No
387625,1255812011692298240,04/30/20,[],
387633,1255812014028386304,04/30/20,"['NOTBYTHEMOON', 'notbythemoon2ndwin', 'got7']",No
387640,1255812014317932288,04/30/20,"['Übersterblichkeit', 'Corona']",No
387641,1255812014154407936,04/30/20,[],
387646,1255812014523338752,04/30/20,[],
387649,1255812014615781120,04/30/20,[],
387661,1255812014779310080,04/30/20,[],
387662,1255812014783574016,04/30/20,[],
387663,1255812014691151872,04/30/20,['無限大Radio'],No
387665,1255812014691278848,04/30/20,"['Deconfinement11Mai', 'COVID19', 'gouvernement']",No
387667,1255812014414405632,04/30/20,[],
387672,1255812014804537088,04/30/20,[],
387674,1255812015286870016,04/30/20,[],
387679,1255812015572090880,04/30/20,[],No
387685,1255812018138996736,04/30/20,[],
387687,1255812018365509632,04/30/20,[],
387688,1255812017836838912,04/30/20,[],
387690,1255812018524893184,04/30/20,['ripartiamoadesso'],No
387691,1255812018604408832,04/30/20,[],
387692,1255812018503901184,04/30/20,[],
387693,1255812018537365504,04/30/20,[],
387703,1255812018847854592,04/30/20,[],
387705,1255812018306797568,04/30/20,[],
387706,1255812019049152512,04/30/20,[],
387707,1255812019036569600,04/30/20,[],
387711,1255812019275497472,04/30/20,[],
387717,1255812019330187264,04/30/20,[],
387720,1255812019468423168,04/30/20,"['healthcareheroes', 'chocolate', 'stlukeshospital', 'supportsmallbusiness', 'covid19', 'doingourpart', 'wisn']",No
387729,1255812019716005888,04/30/20,[],
387730,1255812022446555136,04/30/20,[],
387735,1255812022488510464,04/30/20,[],
387740,1255812022773538816,04/30/20,[],
387741,1255812022656270336,04/30/20,"['SocialMedia', 'marketing']",No
387743,1255812022681448448,04/30/20,[],
387747,1255812021934850048,04/30/20,['COVID19'],Yes
387748,1255812022870171648,04/30/20,[],
387755,1255812023159488512,04/30/20,[],
387756,1255812023167749888,04/30/20,[],
387759,1255812023432237056,04/30/20,[],
387760,1255812023356719104,04/30/20,[],
387769,1255812023625166848,04/30/20,[],
387773,1255812023373500416,04/30/20,[],
387779,1255812023906156288,04/30/20,[],
387783,1255812026322038784,04/30/20,[],
387785,1255812026682785792,04/30/20,[],
387786,1255812026657579008,04/30/20,[],
387788,1255812026783367168,04/30/20,[],
387803,1255812027433357056,04/30/20,[],
387806,1255812027509026816,04/30/20,[],
387811,1255812027244777472,04/30/20,[],
387812,1255812027840430080,04/30/20,[],
387814,1255812027894947840,04/30/20,[],
387819,1255812027970437120,04/30/20,[],
387822,1255812028104691712,04/30/20,['Covid19'],Yes
387824,1255812028351971328,04/30/20,[],
387831,1255812030784831488,04/30/20,[],
387833,1255812030885396480,04/30/20,"['killbill', 'COVID19']",No
387841,1255812030419910912,04/30/20,"['album', 'beautiful', 'gallery', 'love', 'photo', 'romantic']",No
387842,1255812030625447936,04/30/20,[],
387845,1255812031267176448,04/30/20,[],
387846,1255812031476895488,04/30/20,['MugiBlogs'],No
387848,1255812031598473216,04/30/20,[],
387849,1255812031367823104,04/30/20,[],
387853,1255812031728541696,04/30/20,[],
387858,1255812032206639104,04/30/20,[],
387860,1255812031455858688,04/30/20,[],
387869,1255812032529563648,04/30/20,[],
387873,1255812032445714432,04/30/20,[],
387874,1255812032324153088,04/30/20,[],
387881,1255812034446241792,04/30/20,"['GOT7', '갓세븐']",No
387882,1255812034970648320,04/30/20,[],
387887,1255812035226501120,04/30/20,[],
387891,1255812035306110720,04/30/20,[],
387893,1255812035314622464,04/30/20,[],
387894,1255812035209768704,04/30/20,[],
387896,1255812035297894400,04/30/20,[],
387904,1255812035897691904,04/30/20,[],
387905,1255812035868327936,04/30/20,[],
387914,1255812036476440320,04/30/20,['Covid19'],Yes
387916,1255812036644216832,04/30/20,[],
387917,1255812036514263040,04/30/20,[],
387920,1255812036765773824,04/30/20,[],
387922,1255812036308529152,04/30/20,[],
387924,1255812036812046336,04/30/20,[],No
387930,1255812039227764736,04/30/20,[],
387932,1255812039118745600,04/30/20,[],
387938,1255812039441776640,04/30/20,[],
387939,1255812039433477888,04/30/20,[],
387940,1255812039446061056,04/30/20,[],
387947,1255812039533973504,04/30/20,[],
387952,1255812039903023104,04/30/20,[],
387954,1255812039945023488,04/30/20,"['Sumbar', 'covid19']",No
387956,1255812039936802816,04/30/20,[],
387961,1255812040209260288,04/30/20,[],
387966,1255812040238813184,04/30/20,[],
387970,1255812040372957184,04/30/20,[],
387972,1255812038531505920,04/30/20,[],No
387974,1255812040347639808,04/30/20,[],
387976,1255812040574341120,04/30/20,[],
387977,1255812040398114816,04/30/20,[],
387978,1255812040553385984,04/30/20,[],
387979,1255812040452521984,04/30/20,['COVID19'],Yes
387980,1255812043388653568,04/30/20,[],
387982,1255812043418095616,04/30/20,[],
387984,1255812043573039104,04/30/20,[],
387985,1255812043510370304,04/30/20,[],
387990,1255812043048878080,04/30/20,[],
387993,1255812043397115904,04/30/20,[],
387994,1255812043703279616,04/30/20,[],
387999,1255812043665367040,04/30/20,[],
388001,1255812044047003648,04/30/20,[],
388002,1255812042319151104,04/30/20,[],
388003,1255812043921334272,04/30/20,[],
388004,1255812043950575616,04/30/20,[],
388006,1255812043552091904,04/30/20,[],
388008,1255812044013489920,04/30/20,[],
388011,1255812044290437120,04/30/20,[],
388013,1255812043946557440,04/30/20,[],
388014,1255812044386754304,04/30/20,"['FF', 'FollowBack', 'NDReporters']",No
388015,1255812044529504512,04/30/20,[],
388024,1255812044722507520,04/30/20,[],
388028,1255812044785422336,04/30/20,[],
388033,1255812047268466688,04/30/20,[],
388034,1255812047578648320,04/30/20,[],
388035,1255812047683686400,04/30/20,[],
388039,1255812047758962688,04/30/20,[],
388040,1255812047750774784,04/30/20,[],
388043,1255812047851458304,04/30/20,[],
388047,1255812048036024320,04/30/20,[],
388049,1255812048207912704,04/30/20,[],
388053,1255812048270827520,04/30/20,[],
388055,1255812048451186688,04/30/20,[],
388060,1255812048707092480,04/30/20,[],
388073,1255812048593858304,04/30/20,['Covid19'],Yes
388075,1255812049084579840,04/30/20,[],
388085,1255812051156508672,04/30/20,[],
388086,1255812051647237888,04/30/20,[],
388087,1255812051827429120,04/30/20,[],
388092,1255812052087643904,04/30/20,[],
388093,1255812052095889408,04/30/20,[],
388094,1255812051458355200,04/30/20,[],
388096,1255812052284825600,04/30/20,[],
388099,1255812052406288384,04/30/20,[],
388107,1255812052997877504,04/30/20,[],
388114,1255812053291241472,04/30/20,[],
388131,1255812056051261440,04/30/20,[],
388134,1255812056135225088,04/30/20,[],
388135,1255812055732543488,04/30/20,['digital'],No
388139,1255812056235814912,04/30/20,[],
388145,1255812056730619904,04/30/20,[],
388150,1255812057036804096,04/30/20,[],
388151,1255812056953032704,04/30/20,['WHO'],No
388153,1255812057087332352,04/30/20,[],
388159,1255812057070436352,04/30/20,[],
388163,1255812057204736000,04/30/20,[],
388166,1255812057351454720,04/30/20,[],
388167,1255812057137590272,04/30/20,['repost'],No
388168,1255812057296826368,04/30/20,[],
388169,1255812057347141632,04/30/20,[],
388172,1255812057393499904,04/30/20,['Office365'],No
388178,1255812057229856768,04/30/20,[],
388179,1255812057657729024,04/30/20,[],
388181,1255812060102955008,04/30/20,[],
388186,1255812060207702016,04/30/20,[],
388190,1255812060295897088,04/30/20,[],
388195,1255812060358873088,04/30/20,[],
388196,1255812060417581056,04/30/20,[],
388216,1255812061084487680,04/30/20,[],
388219,1255812061210333184,04/30/20,[],
388220,1255812061164158720,04/30/20,[],
388221,1255812060979630080,04/30/20,[],
388222,1255812061180747520,04/30/20,[],
388228,1255812061327773696,04/30/20,[],Yes
388231,1255812064272056320,04/30/20,[],
388234,1255812064460918784,04/30/20,[],
388240,1255812064444059648,04/30/20,[],
388241,1255812064569954304,04/30/20,[],
388243,1255812064603447296,04/30/20,['Hydroxycloroquine'],No
388251,1255812062904639488,04/30/20,[],
388254,1255812064733470720,04/30/20,[],
388255,1255812064905396224,04/30/20,[],
388261,1255812065501089792,04/30/20,[],
388262,1255812065534586880,04/30/20,[],
388264,1255812065605718016,04/30/20,['SageAdvice'],No
388269,1255812065622556672,04/30/20,[],
388270,1255812065782095872,04/30/20,[],
388278,1255812065853308928,04/30/20,[],
388282,1255812067740848128,04/30/20,['Covid19'],Yes
388283,1255812068411944704,04/30/20,[],
388285,1255812068827172864,04/30/20,[],
388292,1255812068462268416,04/30/20,[],
388297,1255812069116350464,04/30/20,[],
388301,1255812069196209920,04/30/20,['COVID19'],Yes
388304,1255812069636612096,04/30/20,"['SavageRemix', 'timini', 'COVID19']",No
388306,1255812068889858048,04/30/20,[],
388308,1255812069338877952,04/30/20,['COVID19'],Yes
388312,1255812069653278720,04/30/20,[],
388313,1255812069674438912,04/30/20,[],
388316,1255812068701278208,04/30/20,['battle'],No
388318,1255812069875576832,04/30/20,[],
388320,1255812069707964416,04/30/20,['4StufenPlan'],No
388323,1255812069762400512,04/30/20,[],
388328,1255812069703782400,04/30/20,['onthisday'],No
388330,1255812072774029056,04/30/20,[],
388331,1255812072149004288,04/30/20,[],
388333,1255812072459255808,04/30/20,[],
388335,1255812072929181696,04/30/20,[],
388336,1255812072933211904,04/30/20,[],Yes
388339,1255812072920756224,04/30/20,[],
388341,1255812072815972352,04/30/20,[],
388344,1255812073185042432,04/30/20,"['weed', 'quarantine']",No
388350,1255812073394708480,04/30/20,[],
388353,1255812073381978112,04/30/20,[],
388354,1255812073444892672,04/30/20,[],
388356,1255812073679917056,04/30/20,[],
388357,1255812073679925248,04/30/20,[],
388358,1255812073629650944,04/30/20,[],
388360,1255812074007154688,04/30/20,[],
388362,1255812074103386112,04/30/20,[],
388363,1255812074250203136,04/30/20,[],
388364,1255812074325696512,04/30/20,[],
388365,1255812074220867584,04/30/20,['QLDSmashQuarantine'],No
388372,1255812074455937024,04/30/20,[],
388375,1255812074090967040,04/30/20,[],
388376,1255812074493685504,04/30/20,[],
388390,1255812077148463104,04/30/20,[],
388391,1255812077140291584,04/30/20,[],
388396,1255812077287100416,04/30/20,[],
388399,1255812077123493888,04/30/20,[],
388400,1255812077492600832,04/30/20,[],
388401,1255812077496815616,04/30/20,[],
388404,1255812077559492608,04/30/20,[],
388406,1255812077672898304,04/30/20,[],
388407,1255812077496594432,04/30/20,[],
388408,1255812077626822912,04/30/20,['Covid19'],Yes
388409,1255812077811150848,04/30/20,[],
388410,1255812077710524416,04/30/20,[],
388413,1255812077786193920,04/30/20,[],
388417,1255812078016724992,04/30/20,['Healthcare'],No
388422,1255812078268551168,04/30/20,[],
388429,1255812078553587712,04/30/20,[],
388430,1255812081217126400,04/30/20,[],
388433,1255812081288392704,04/30/20,"['cameraphone', 'free']",No
388437,1255812080466366464,04/30/20,['englishwork'],No
388439,1255812081410023424,04/30/20,[],
388443,1255812081716269056,04/30/20,[],
388445,1255812081774927872,04/30/20,[],
388447,1255812081833725952,04/30/20,[],
388451,1255812081925882112,04/30/20,[],
388457,1255812082144022528,04/30/20,[],
388458,1255812082047598592,04/30/20,[],
388460,1255812082190221056,04/30/20,[],
388465,1255812082626330624,04/30/20,[],
388467,1255812082852933632,04/30/20,[],
388470,1255812082869719040,04/30/20,[],
388475,1255812083246985216,04/30/20,[],
388477,1255812083138125824,04/30/20,['COVID19'],Yes
388480,1255812085415653120,04/30/20,[],
388484,1255812085340081920,04/30/20,[],
388489,1255812085415583488,04/30/20,[],
388496,1255812085382025216,04/30/20,"['citasconvalor', 'covid19', 'futuro', 'citadeldia', 'citas']",No
388497,1255812085612785664,04/30/20,[],
388500,1255812085692477440,04/30/20,[],
388503,1255812085809925888,04/30/20,[],
388504,1255812085864374272,04/30/20,[],
388508,1255812086128472064,04/30/20,[],
388517,1255812086459822080,04/30/20,[],
388523,1255812086732476416,04/30/20,[],
388525,1255812086833328128,04/30/20,[],
388528,1255812087005077504,04/30/20,[],
388531,1255812089630752768,04/30/20,[],
388533,1255812089723203584,04/30/20,[],
388537,1255812089790242816,04/30/20,[],
388539,1255812089819652096,04/30/20,['KingsImaging'],No
388540,1255812090142568448,04/30/20,[],
388550,1255812090335506432,04/30/20,[],
388551,1255812090599747584,04/30/20,[],
388552,1255812090528481280,04/30/20,[],
388554,1255812090532593664,04/30/20,[],
388563,1255812090188582912,04/30/20,[],
388571,1255812088188067840,04/30/20,['CromerAcademy'],No
388572,1255812090968682496,04/30/20,[],
388573,1255812090071339008,04/30/20,[],
388578,1255812091073761280,04/30/20,[],
388579,1255812091103121408,04/30/20,[],
388582,1255812093846212608,04/30/20,[],
388584,1255812093963497472,04/30/20,[],
388590,1255812094244589568,04/30/20,[],
388593,1255812093997199104,04/30/20,[],
388595,1255812094005522432,04/30/20,[],
388599,1255812094420803584,04/30/20,['StoptheNCDCBill'],No
388601,1255812094533890048,04/30/20,[],
388602,1255812094546640896,04/30/20,[],
388605,1255812094550781952,04/30/20,[],
388609,1255812094609559552,04/30/20,[],
388610,1255812094747869184,04/30/20,[],
388611,1255812094320148480,04/30/20,[],
388615,1255812095087644672,04/30/20,[],
388620,1255812095347744768,04/30/20,[],
388622,1255812095414800384,04/30/20,[],
388623,1255812095578439680,04/30/20,[],
388625,1255812095657905920,04/30/20,[],
388626,1255812095691624448,04/30/20,[],
388627,1255812095779758080,04/30/20,[],
388629,1255812095817416704,04/30/20,[],
388631,1255812097964834816,04/30/20,[],
388633,1255812097939824640,04/30/20,[],
388637,1255812098166272000,04/30/20,[],
388638,1255812098342432768,04/30/20,"['osibanjo', 'COVID19']",No
388640,1255812098287796224,04/30/20,[],
388643,1255812098149367808,04/30/20,[],
388644,1255812098317115392,04/30/20,[],
388646,1255812098526855168,04/30/20,[],
388647,1255812098329903104,04/30/20,"['Communist', 'Chinese']",No
388648,1255812098455597056,04/30/20,"['JobSafety', 'JSA', 'HealthAndSafety', 'Safety']",No
388656,1255812098589949952,04/30/20,[],
388662,1255812098606563328,04/30/20,[],
388665,1255812098875154432,04/30/20,[],
388674,1255812098677968896,04/30/20,[],
388688,1255812102435954688,04/30/20,[],
388693,1255812102389825536,04/30/20,['linenews'],No
388695,1255812102582722304,04/30/20,[],
388697,1255812102540812288,04/30/20,[],
388701,1255812102079406080,04/30/20,['GDP'],No
388712,1255812103098765056,04/30/20,[],
388714,1255812103048290304,04/30/20,[],
388715,1255812102045880320,04/30/20,[],
388720,1255812103237242880,04/30/20,[],
388721,1255812103174270720,04/30/20,[],
388722,1255812103186690048,04/30/20,[],
388723,1255812103295778816,04/30/20,['jester'],No
388726,1255812103438467072,04/30/20,[],
388729,1255812103417614336,04/30/20,"['ViviremosYVenceremos', 'DerrotandoElCOVID']",No
388735,1255812106236149504,04/30/20,[],
388739,1255812106492039168,04/30/20,[],
388743,1255812106563322112,04/30/20,[],
388746,1255812106663968768,04/30/20,[],
388747,1255812106919837696,04/30/20,[],
388755,1255812106961580032,04/30/20,[],
388757,1255812106961723392,04/30/20,['PTGIsTheKing'],No
388760,1255812106974199808,04/30/20,[],
388761,1255812107058253824,04/30/20,[],
388763,1255812107368628224,04/30/20,[],
388766,1255812107498516480,04/30/20,[],
388771,1255812107372826624,04/30/20,['Healthytogether'],No
388777,1255812107666423808,04/30/20,[],
388778,1255812107720892416,04/30/20,[],
388779,1255812107813244928,04/30/20,['COVID19'],Yes
388781,1255812110325559296,04/30/20,[],
388783,1255812110430416896,04/30/20,[],
388788,1255812110954577920,04/30/20,[],
388794,1255812111055323136,04/30/20,[],
388807,1255812111600685056,04/30/20,[],
388808,1255812111483232512,04/30/20,[],
388811,1255812111625867264,04/30/20,[],
388813,1255812111676121088,04/30/20,[],
388815,1255812111650951168,04/30/20,[],
388817,1255812111906877440,04/30/20,[],
388821,1255812111973920768,04/30/20,[],
388827,1255812112116375552,04/30/20,[],
388828,1255812112162554112,04/30/20,[],
388831,1255812114691883008,04/30/20,[],
388832,1255812114591232000,04/30/20,[],No
388833,1255812114805141504,04/30/20,[],
388848,1255812115195146240,04/30/20,['COVID19'],Yes
388849,1255812115778228224,04/30/20,[],
388850,1255812115216183296,04/30/20,[],
388855,1255812115958427648,04/30/20,[],
388856,1255812116113743872,04/30/20,[],
388857,1255812115883048704,04/30/20,[],
388863,1255812116092780288,04/30/20,[],
388866,1255812116356964352,04/30/20,[],
388868,1255812116373811200,04/30/20,[],
388870,1255812116344381440,04/30/20,[],
388882,1255812118718398464,04/30/20,[],
388883,1255812118986797056,04/30/20,[],
388886,1255812118810693632,04/30/20,[],
388887,1255812119083184128,04/30/20,[],
388889,1255812119095803904,04/30/20,[],
388890,1255812118819024896,04/30/20,['COVID19'],Yes
388892,1255812119221567488,04/30/20,['TOPBiblicalTopics'],No
388896,1255812118726577920,04/30/20,[],
388897,1255812119280316416,04/30/20,[],
388900,1255812119406075904,04/30/20,[],
388910,1255812119628570624,04/30/20,[],
388911,1255812119674707968,04/30/20,[],
388915,1255812119813070848,04/30/20,[],
388919,1255812120006012928,04/30/20,[],
388920,1255812119972524032,04/30/20,"['Trump', 'China']",No
388921,1255812120039632896,04/30/20,[],
388922,1255812120102359040,04/30/20,[],
388923,1255812120270127104,04/30/20,"['RelianceIndustriesLimited', 'COVID19']",No
388926,1255812120228192512,04/30/20,[],
388931,1255812122501615616,04/30/20,[],
388933,1255812123105677056,04/30/20,[],
388934,1255812122962989056,04/30/20,[],
388936,1255812123109834752,04/30/20,[],
388937,1255812123135029248,04/30/20,[],
388939,1255812123197915136,04/30/20,[],
388940,1255812123164278784,04/30/20,[],
388941,1255812123072004096,04/30/20,[],
388943,1255812122463764480,04/30/20,['COVID19'],Yes
388953,1255812123743137792,04/30/20,[],
388956,1255812123839496192,04/30/20,[],
388958,1255812123491536896,04/30/20,[],
388959,1255812123801858048,04/30/20,"['Política', 'Saúde', 'Covid19', 'SC', 'JdC']",Yes
388965,1255812124170993664,04/30/20,[],
388966,1255812124317814784,04/30/20,[],
388967,1255812124116320512,04/30/20,[],
388970,1255812124447662080,04/30/20,[],
388972,1255812124481335296,04/30/20,[],
388982,1255812127257964288,04/30/20,[],
388984,1255812127379554304,04/30/20,[],
388985,1255812127517859840,04/30/20,[],
388989,1255812127434121216,04/30/20,[],
389004,1255812127987773440,04/30/20,"['truth', 'quote', 'fun']",No
389005,1255812127908073472,04/30/20,['COVID19'],Yes
389014,1255812128130437120,04/30/20,[],
389016,1255812128461721600,04/30/20,[],
389026,1255812128549691392,04/30/20,[],
389035,1255812131443945472,04/30/20,[],
389041,1255812131477508096,04/30/20,[],
389045,1255812131766796288,04/30/20,[],
389055,1255812131624308736,04/30/20,['Corona'],Yes
389058,1255812132198682624,04/30/20,[],
389062,1255812132333109248,04/30/20,[],
389063,1255812126373011712,04/30/20,[],
389064,1255812132270194688,04/30/20,"['GretaThunberg', 'coronavirus', 'κορονοιος']",No
389074,1255812132827889664,04/30/20,[],
389082,1255812135617249280,04/30/20,[],
389085,1255812135722123264,04/30/20,['virtualcrudecrash'],No
389086,1255812135927546112,04/30/20,[],
389091,1255812136007327488,04/30/20,[],
389097,1255812136246431488,04/30/20,['riprvsmith'],No
389101,1255812136447680512,04/30/20,[],
389103,1255812136657289216,04/30/20,[],
389104,1255812136493867008,04/30/20,[],
389105,1255812136586161920,04/30/20,[],
389106,1255812136548405248,04/30/20,[],
389108,1255812136644812800,04/30/20,[],
389114,1255812136837627904,04/30/20,[],
389115,1255812136892235520,04/30/20,[],
389119,1255812137181540352,04/30/20,[],
389123,1255812137173299200,04/30/20,[],
389126,1255812137404059648,04/30/20,[],
389128,1255812137403981824,04/30/20,[],
389129,1255812137571631104,04/30/20,[],
389132,1255812139849338880,04/30/20,[],
389136,1255812139798925056,04/30/20,[],
389137,1255812139954176000,04/30/20,[],
389139,1255812139991928832,04/30/20,[],
389141,1255812140155514880,04/30/20,[],
389147,1255812138825891840,04/30/20,[],
389156,1255812140960829440,04/30/20,[],
389158,1255812140927266816,04/30/20,[],
389161,1255812140927237888,04/30/20,[],
389167,1255812141199831040,04/30/20,[],
389170,1255812141304643584,04/30/20,[],
389171,1255812120928587520,04/30/20,[],
389176,1255812141531176704,04/30/20,[],
389179,1255812141384232704,04/30/20,[],
389182,1255812144018395136,04/30/20,[],
389184,1255812144106438912,04/30/20,[],
389186,1255812144161001472,04/30/20,[],
389195,1255812138188312320,04/30/20,[],
389197,1255812141598363648,04/30/20,[],
389199,1255812130646843392,04/30/20,[],
389200,1255812129506107392,04/30/20,[],
389202,1255812133692071936,04/30/20,[],
389204,1255812138053992448,04/30/20,[],
389207,1255812144437829632,04/30/20,[],
389208,1255812144324476928,04/30/20,"['bravepenandpaper', 'poetry', 'poetrycommunity', 'educators', 'education', 'blackeducators', 'hbcu']",No
389212,1255812144421114112,04/30/20,[],
389215,1255812125819310080,04/30/20,[],
389217,1255812144165257216,04/30/20,[],
389218,1255812144505016320,04/30/20,['COVID19'],Yes
389222,1255812144530173952,04/30/20,['climate'],No
389229,1255812144739868672,04/30/20,[],
389230,1255812148233723904,04/30/20,[],
389233,1255812148367773696,04/30/20,[],
389234,1255812147650707712,04/30/20,[],
389236,1255812148191727616,04/30/20,[],
389238,1255812147919060992,04/30/20,[],
389240,1255812148275576832,04/30/20,[],
389250,1255812148703293440,04/30/20,[],
389253,1255812148644593664,04/30/20,[],
389255,1255812148703493888,04/30/20,"['MuslimHolocaust', 'UyghurHolocaust']",No
389258,1255812148900462592,04/30/20,['NOTBYTHEMOON2NDWIN'],No
389260,1255812148812546048,04/30/20,[],
389261,1255812148837695488,04/30/20,[],
389263,1255812148682424320,04/30/20,[],
389266,1255812148912992512,04/30/20,[],
389267,1255812148976136192,04/30/20,[],
389271,1255812148904615936,04/30/20,[],
389272,1255812148825067520,04/30/20,[],No
389276,1255812149047427072,04/30/20,[],
389277,1255812149105946624,04/30/20,[],
389281,1255812152482565888,04/30/20,[],
389286,1255812152666939392,04/30/20,[],
389287,1255812152662921216,04/30/20,[],
389290,1255812152809660416,04/30/20,['Sanidad'],No
389307,1255812153589878784,04/30/20,['COVID19'],Yes
389308,1255812153237540864,04/30/20,"['pandemic', 'creativity']",No
389309,1255812153627607040,04/30/20,[],
389311,1255812152868339712,04/30/20,[],
389312,1255812153719873536,04/30/20,[],
389316,1255812153627508736,04/30/20,[],
389321,1255812153975635968,04/30/20,"['NowPlaying', 'KURTISBLOW']",No
389322,1255812153740800000,04/30/20,[],
389324,1255812153887645696,04/30/20,[],
389328,1255812153954590720,04/30/20,[],
389335,1255812156689469440,04/30/20,[],
389336,1255812156878131200,04/30/20,[],
389339,1255812156844503040,04/30/20,"['Museums', 'Coronavirus2019nCoV']",No
389340,1255812156878196736,04/30/20,[],
389341,1255812156689313792,04/30/20,[],
389342,1255812157175824384,04/30/20,[],
389345,1255812157150724096,04/30/20,['Corona'],Yes
389346,1255812157222125568,04/30/20,[],
389354,1255812157536600064,04/30/20,[],
389366,1255812157767213056,04/30/20,[],
389370,1255812157872181248,04/30/20,[],
389374,1255812158069198848,04/30/20,[],
389375,1255812158111256320,04/30/20,[],
389376,1255812158174134272,04/30/20,[],
389377,1255812158207778816,04/30/20,[],
389382,1255812160824832000,04/30/20,[],
389384,1255812160740945920,04/30/20,[],No
389388,1255812161084862464,04/30/20,[],
389390,1255812161189879808,04/30/20,[],
389391,1255812161080786944,04/30/20,[],
389392,1255812161131036672,04/30/20,[],
389394,1255812161340870912,04/30/20,[],
389396,1255812161370275840,04/30/20,"['education', 'dramateacher', 'dadjokes']",No
389399,1255812161047343104,04/30/20,['ActiveHomeWeek'],No
389400,1255812161395257088,04/30/20,[],
389403,1255812161210691584,04/30/20,[],
389404,1255812161655447552,04/30/20,[],
389405,1255812161462505472,04/30/20,[],
389406,1255812161726672896,04/30/20,[],
389409,1255812161391063040,04/30/20,[],
389410,1255812161789624320,04/30/20,[],
389417,1255812161634328320,04/30/20,[],
389418,1255812162150436864,04/30/20,[],
389422,1255812162288668672,04/30/20,[],
389432,1255812164910268416,04/30/20,[],
389437,1255812165090643968,04/30/20,[],
389438,1255812164725719040,04/30/20,[],
389440,1255812165208084480,04/30/20,[],
389443,1255812165166075904,04/30/20,[],
389444,1255812165484687104,04/30/20,[],
389445,1255812165010948096,04/30/20,[],
389446,1255812165346430720,04/30/20,[],
389447,1255812165367291904,04/30/20,[],
389449,1255812165312950272,04/30/20,[],
389456,1255812165790990336,04/30/20,[],
389461,1255812165698650112,04/30/20,[],
389465,1255812165723762688,04/30/20,['ThalaAJITH'],No
389468,1255812166009176064,04/30/20,[],
389469,1255812166050934784,04/30/20,[],
389473,1255812165874757632,04/30/20,"['HBDDearestThalaAjith', 'Valimai']",No
389475,1255812166244057088,04/30/20,[],
389476,1255812166399283200,04/30/20,[],
389481,1255812169322491904,04/30/20,[],
389482,1255812169138089984,04/30/20,[],
389483,1255812169343655936,04/30/20,[],
389491,1255812168882290688,04/30/20,[],
389493,1255812169595154432,04/30/20,[],
389494,1255812169670684672,04/30/20,[],
389504,1255812170127990784,04/30/20,[],
389505,1255812169813291008,04/30/20,['artph'],No
389510,1255812170287403008,04/30/20,[],
389511,1255812170207682304,04/30/20,"['COVID19', 'FLACsheets']",Yes
389512,1255812170350317568,04/30/20,[],
389515,1255812169528217600,04/30/20,[],
389517,1255812170148954112,04/30/20,[],
389519,1255812166415814912,04/30/20,[],
389522,1255812170648031232,04/30/20,"['Covid19', 'Basilicata']",Yes
389523,1255812170803265536,04/30/20,[],
389524,1255812170878763008,04/30/20,[],
389532,1255812173537869824,04/30/20,[],
389533,1255812173370097664,04/30/20,[],
389534,1255812173462482944,04/30/20,[],
389535,1255812173420465920,04/30/20,[],
389540,1255812173160316928,04/30/20,[],
389543,1255812173684600832,04/30/20,[],
389545,1255812173760212992,04/30/20,[],
389548,1255812173810597888,04/30/20,[],
389549,1255812173995159552,04/30/20,"['DIRECTO', 'Madrid']",No
389550,1255812173730910208,04/30/20,[],
389551,1255812173877530624,04/30/20,['note'],No
389560,1255812174217466112,04/30/20,[],
389562,1255812174045491200,04/30/20,[],
389564,1255812174339018752,04/30/20,[],
